"po_id";"po_date";"vendor_id";"vendor_name";"vendor_location";"vendor_rating";"item_id";"item_name";"category";"qty_ordered";"qty_received";"unit_cost";"expected_delivery_date";"delivery_date";"lead_time_days";"on_time";"return_qty";"defect_flag";"invoice_amount";"grn_date";"invoice_status";"purchase_type"
"PO00597";"2025-07-07";"V050";"Vendor X_50";"Ahmedabad";2.96;"I0174";"Item_174";"Raw Material";333;333;831.31;"2025-07-21";"2025-07-17";10;1;0;0;276826.23;"2025-07-17";"Disputed";"Consignment"
"PO00598";"2024-03-15";"V015";"Vendor O_15";"Hyderabad";2.95;"I0124";"Item_124";"Chemicals";405;405;411.27;"2024-03-29";"2024-03-28";13;1;0;0;166564.35;"2024-03-30";"Disputed";"Consignment"
"PO00599";"2023-04-11";"V028";"Vendor B_28";"Mumbai";3.79;"I0035";"Item_35";"Electronics";131;131;590.18;"2023-05-03";"2023-04-30";19;1;0;0;77313.58;"2023-04-30";"Pending";"Consignment"
"PO00600";"2025-06-16";"V035";"Vendor I_35";"Kolkata";4.91;"I0105";"Item_105";"Finished Goods";132;132;1701.59;"2025-06-26";"2025-06-20";4;1;0;0;224609.88;"2025-06-20";"Disputed";"Consignment"
"PO00601";"2023-05-01";"V034";"Vendor H_34";"Hyderabad";4.87;"I0002";"Item_2";"Electronics";193;193;1479.46;"2023-05-13";"2023-05-21";20;0;0;0;285535.78;"2023-05-22";"Pending";"Spot"
"PO00602";"2023-04-20";"V010";"Vendor J_10";"Lucknow";4.27;"I0110";"Item_110";"Spare Parts";334;334;1610.44;"2023-04-28";"2023-05-09";19;0;0;0;537886.96;"2023-05-11";"Pending";"Consignment"
"PO00603";"2024-01-10";"V040";"Vendor N_40";"Kolkata";3.6;"I0071";"Item_71";"Finished Goods";349;349;1700.71;"2024-01-18";"2024-01-11";1;1;0;0;593547.79;"2024-01-13";"Disputed";"Spot"
"PO00604";"2023-07-03";"V024";"Vendor X_24";"Hyderabad";3.42;"I0144";"Item_144";"Raw Material";285;285;1379.96;"2023-07-21";"2023-07-19";16;1;0;0;393288.6;"2023-07-21";"Pending";"Consignment"
"PO00605";"2024-02-12";"V048";"Vendor V_48";"Pune";3.8;"I0036";"Item_36";"Packaging";438;438;720.67;"2024-02-16";"2024-02-12";0;1;0;0;315653.46;"2024-02-12";"Pending";"Consignment"
"PO00606";"2025-08-30";"V011";"Vendor K_11";"Pune";2.55;"I0026";"Item_26";"Finished Goods";110;110;1496.74;"2025-09-19";"2025-09-09";10;1;0;0;164641.4;"2025-09-11";"Disputed";"Consignment"
"PO00607";"2024-12-01";"V046";"Vendor T_46";"Ahmedabad";4.16;"I0014";"Item_14";"Packaging";83;83;764.34;"2024-12-08";"2024-12-17";16;0;0;0;63440.22;"2024-12-17";"Posted";"Spot"
"PO00608";"2025-08-06";"V039";"Vendor M_39";"Delhi";4.21;"I0112";"Item_112";"Spare Parts";46;31;1141.53;"2025-08-12";"2025-08-11";5;1;0;0;35387.43;"2025-08-13";"Posted";"Consignment"
"PO00609";"2024-01-29";"V026";"Vendor Z_26";"Lucknow";4.46;"I0158";"Item_158";"Chemicals";336;336;1486.06;"2024-02-04";"2024-02-01";3;1;0;0;499316.16;"2024-02-03";"Posted";"Regular"
"PO00610";"2024-10-17";"V032";"Vendor F_32";"Chennai";2.93;"I0113";"Item_113";"Raw Material";6;0;1089.81;"2024-11-05";"2024-11-13";27;0;0;0;0.0;"2024-11-15";"Pending";"Regular"
"PO00611";"2023-02-04";"V039";"Vendor M_39";"Delhi";4.21;"I0131";"Item_131";"Chemicals";265;265;655.79;"2023-02-14";"2023-02-10";6;1;0;0;173784.35;"2023-02-12";"Posted";"Spot"
"PO00612";"2023-09-02";"V042";"Vendor P_42";"Lucknow";3.74;"I0001";"Item_1";"Finished Goods";500;482;1829.63;"2023-09-18";"2023-09-28";26;0;0;0;881881.66;"2023-09-29";"Disputed";"Spot"
"PO00613";"2024-02-20";"V038";"Vendor L_38";"Pune";2.74;"I0052";"Item_52";"Finished Goods";266;220;1224.61;"2024-03-13";"2024-03-10";19;1;0;0;269414.2;"2024-03-10";"Disputed";"Spot"
"PO00614";"2025-01-13";"V036";"Vendor J_36";"Delhi";4.52;"I0150";"Item_150";"Packaging";179;179;1393.52;"2025-01-21";"2025-01-21";8;1;0;0;249440.08;"2025-01-21";"Disputed";"Regular"
"PO00615";"2024-04-10";"V026";"Vendor Z_26";"Lucknow";4.46;"I0148";"Item_148";"Raw Material";3;3;1798.19;"2024-04-20";"2024-04-22";12;0;0;0;5394.57;"2024-04-22";"Disputed";"Regular"
"PO00616";"2024-05-30";"V019";"Vendor S_19";"Mumbai";3.58;"I0088";"Item_88";"Electronics";485;452;1214.14;"2024-06-11";"2024-06-09";10;1;0;0;548791.28;"2024-06-11";"Disputed";"Spot"
"PO00617";"2024-12-11";"V029";"Vendor C_29";"Bengaluru";3.98;"I0097";"Item_97";"Finished Goods";289;289;1098.29;"2024-12-15";"2024-12-13";2;1;0;0;317405.81;"2024-12-14";"Pending";"Consignment"
"PO00618";"2024-04-16";"V038";"Vendor L_38";"Pune";2.74;"I0008";"Item_8";"Raw Material";247;242;448.02;"2024-05-03";"2024-05-01";15;1;0;0;108420.84;"2024-05-01";"Disputed";"Consignment"
"PO00619";"2023-08-24";"V021";"Vendor U_21";"Hyderabad";4.03;"I0106";"Item_106";"Electronics";490;490;506.87;"2023-08-29";"2023-08-24";0;1;0;0;248366.3;"2023-08-26";"Pending";"Regular"
"PO00620";"2023-10-22";"V006";"Vendor F_6";"Bengaluru";2.89;"I0103";"Item_103";"Electronics";345;345;284.05;"2023-10-31";"2023-11-01";10;0;0;0;97997.25;"2023-11-03";"Posted";"Spot"
"PO00621";"2023-11-18";"V023";"Vendor W_23";"Pune";3.23;"I0056";"Item_56";"Electronics";458;458;514.24;"2023-12-07";"2023-12-09";21;0;0;0;235521.92;"2023-12-11";"Disputed";"Regular"
"PO00622";"2024-05-25";"V048";"Vendor V_48";"Pune";3.8;"I0052";"Item_52";"Finished Goods";121;121;1404.23;"2024-05-30";"2024-05-27";2;1;0;0;169911.83;"2024-05-27";"Posted";"Regular"
"PO00623";"2025-05-04";"V016";"Vendor P_16";"Hyderabad";2.96;"I0159";"Item_159";"Spare Parts";183;176;18.62;"2025-05-13";"2025-05-08";4;1;0;0;3277.12;"2025-05-08";"Disputed";"Consignment"
"PO00624";"2024-05-19";"V040";"Vendor N_40";"Kolkata";3.6;"I0002";"Item_2";"Electronics";392;392;1769.75;"2024-05-23";"2024-05-27";8;0;0;0;693742.0;"2024-05-28";"Pending";"Consignment"
"PO00625";"2023-11-19";"V032";"Vendor F_32";"Chennai";2.93;"I0148";"Item_148";"Raw Material";445;445;1838.59;"2023-12-02";"2023-11-25";6;1;0;0;818172.55;"2023-11-27";"Pending";"Spot"
"PO00626";"2023-08-16";"V049";"Vendor W_49";"Delhi";3.87;"I0148";"Item_148";"Raw Material";66;38;1863.24;"2023-08-17";"2023-08-16";0;1;0;0;70803.12;"2023-08-18";"Posted";"Consignment"
"PO00627";"2023-12-22";"V026";"Vendor Z_26";"Lucknow";4.46;"I0176";"Item_176";"Packaging";398;398;568.96;"2024-01-02";"2024-01-07";16;0;0;0;226446.08;"2024-01-09";"Disputed";"Spot"
"PO00628";"2023-11-20";"V045";"Vendor S_45";"Jaipur";3.15;"I0003";"Item_3";"Chemicals";7;7;1918.72;"2023-11-28";"2023-12-01";11;0;0;0;13431.04;"2023-12-01";"Pending";"Spot"
"PO00629";"2024-09-19";"V017";"Vendor Q_17";"Ahmedabad";3.26;"I0048";"Item_48";"Packaging";281;281;833.73;"2024-10-02";"2024-09-29";10;1;0;0;234278.13;"2024-10-01";"Pending";"Spot"
"PO00630";"2023-07-08";"V032";"Vendor F_32";"Chennai";2.93;"I0109";"Item_109";"Finished Goods";108;108;489.13;"2023-07-23";"2023-07-26";18;0;0;0;52826.04;"2023-07-27";"Pending";"Spot"
"PO00631";"2024-04-06";"V012";"Vendor L_12";"Mumbai";4.92;"I0147";"Item_147";"Spare Parts";68;68;1469.22;"2024-04-14";"2024-04-16";10;0;0;0;99906.96;"2024-04-16";"Disputed";"Spot"
"PO00632";"2025-04-03";"V016";"Vendor P_16";"Hyderabad";2.96;"I0143";"Item_143";"Chemicals";222;222;1960.87;"2025-04-19";"2025-04-17";14;1;0;0;435313.14;"2025-04-19";"Posted";"Spot"
"PO00633";"2025-04-05";"V001";"Vendor A_1";"Delhi";3.44;"I0046";"Item_46";"Finished Goods";216;216;1124.88;"2025-04-17";"2025-04-10";5;1;0;0;242974.08;"2025-04-12";"Disputed";"Consignment"
"PO00634";"2025-01-07";"V021";"Vendor U_21";"Hyderabad";4.03;"I0125";"Item_125";"Chemicals";154;154;1480.59;"2025-01-23";"2025-01-23";16;1;0;0;228010.86;"2025-01-23";"Pending";"Regular"
"PO00635";"2024-12-08";"V011";"Vendor K_11";"Pune";2.55;"I0016";"Item_16";"Spare Parts";111;111;1118.98;"2024-12-17";"2024-12-12";4;1;0;0;124206.78;"2024-12-14";"Posted";"Spot"
"PO00636";"2025-02-01";"V022";"Vendor V_22";"Ahmedabad";2.85;"I0067";"Item_67";"Packaging";185;185;1466.03;"2025-02-13";"2025-02-21";20;0;0;0;271215.55;"2025-02-22";"Pending";"Regular"
"PO00637";"2024-02-26";"V008";"Vendor H_8";"Ahmedabad";4.67;"I0090";"Item_90";"Chemicals";445;445;1950.43;"2024-03-17";"2024-03-15";18;1;0;0;867941.35;"2024-03-17";"Disputed";"Consignment"
"PO00638";"2024-10-26";"V035";"Vendor I_35";"Kolkata";4.91;"I0045";"Item_45";"Electronics";400;400;1713.58;"2024-11-04";"2024-11-06";11;0;0;0;685432.0;"2024-11-08";"Pending";"Consignment"
"PO00639";"2024-04-02";"V006";"Vendor F_6";"Bengaluru";2.89;"I0098";"Item_98";"Chemicals";315;315;1109.6;"2024-04-18";"2024-04-27";25;0;0;0;349524.0;"2024-04-27";"Posted";"Consignment"
"PO00640";"2025-04-07";"V022";"Vendor V_22";"Ahmedabad";2.85;"I0108";"Item_108";"Raw Material";324;324;1734.35;"2025-04-20";"2025-04-19";12;1;0;0;561929.4;"2025-04-19";"Posted";"Regular"
"PO00641";"2023-12-18";"V015";"Vendor O_15";"Hyderabad";2.95;"I0081";"Item_81";"Spare Parts";163;163;929.92;"2024-01-06";"2024-01-05";18;1;0;0;151576.96;"2024-01-07";"Disputed";"Spot"
"PO00642";"2023-10-05";"V029";"Vendor C_29";"Bengaluru";3.98;"I0200";"Item_200";"Packaging";442;442;1908.85;"2023-10-19";"2023-10-05";0;1;0;0;843711.7;"2023-10-07";"Pending";"Spot"
"PO00643";"2023-06-21";"V012";"Vendor L_12";"Mumbai";4.92;"I0006";"Item_6";"Packaging";65;65;1914.58;"2023-07-08";"2023-07-07";16;1;0;0;124447.7;"2023-07-09";"Disputed";"Consignment"
"PO00644";"2023-03-23";"V014";"Vendor N_14";"Delhi";3.03;"I0043";"Item_43";"Chemicals";204;199;1625.78;"2023-04-03";"2023-04-05";13;0;0;0;323530.22;"2023-04-06";"Disputed";"Regular"
"PO00645";"2023-01-27";"V050";"Vendor X_50";"Ahmedabad";2.96;"I0102";"Item_102";"Raw Material";269;269;457.44;"2023-02-14";"2023-02-11";15;1;0;0;123051.36;"2023-02-12";"Disputed";"Regular"
"PO00646";"2023-03-28";"V042";"Vendor P_42";"Lucknow";3.74;"I0100";"Item_100";"Electronics";159;159;527.04;"2023-04-13";"2023-04-16";19;0;0;0;83799.36;"2023-04-17";"Disputed";"Regular"
"PO00647";"2023-05-15";"V034";"Vendor H_34";"Hyderabad";4.87;"I0044";"Item_44";"Packaging";15;9;1057.5;"2023-05-26";"2023-05-30";15;0;0;0;9517.5;"2023-05-31";"Pending";"Spot"
"PO00648";"2025-06-10";"V035";"Vendor I_35";"Kolkata";4.91;"I0070";"Item_70";"Chemicals";281;281;967.22;"2025-06-22";"2025-06-27";17;0;0;0;271788.82;"2025-06-29";"Disputed";"Regular"
"PO00649";"2024-08-28";"V039";"Vendor M_39";"Delhi";4.21;"I0117";"Item_117";"Chemicals";324;324;679.19;"2024-09-10";"2024-09-13";16;0;0;0;220057.56;"2024-09-14";"Disputed";"Consignment"
"PO00650";"2024-10-16";"V035";"Vendor I_35";"Kolkata";4.91;"I0080";"Item_80";"Chemicals";466;466;1061.37;"2024-10-25";"2024-10-20";4;1;0;0;494598.42;"2024-10-20";"Pending";"Spot"
"PO00651";"2024-01-10";"V027";"Vendor A_27";"Chennai";3.0;"I0067";"Item_67";"Packaging";80;80;1405.4;"2024-01-17";"2024-01-10";0;1;1;1;112432.0;"2024-01-11";"Pending";"Spot"
"PO00652";"2024-07-01";"V001";"Vendor A_1";"Delhi";3.44;"I0177";"Item_177";"Raw Material";473;473;1692.89;"2024-07-10";"2024-07-08";7;1;0;0;800736.97;"2024-07-09";"Posted";"Spot"
"PO00653";"2025-03-28";"V019";"Vendor S_19";"Mumbai";3.58;"I0153";"Item_153";"Spare Parts";119;119;362.31;"2025-04-09";"2025-04-13";16;0;0;0;43114.89;"2025-04-13";"Pending";"Consignment"
"PO00654";"2024-03-23";"V026";"Vendor Z_26";"Lucknow";4.46;"I0064";"Item_64";"Packaging";84;84;1520.86;"2024-04-02";"2024-03-28";5;1;0;0;127752.24;"2024-03-29";"Posted";"Spot"
"PO00655";"2023-03-23";"V028";"Vendor B_28";"Mumbai";3.79;"I0161";"Item_161";"Chemicals";123;123;1199.35;"2023-04-03";"2023-04-03";11;1;0;0;147520.05;"2023-04-05";"Disputed";"Consignment"
"PO00656";"2023-10-06";"V019";"Vendor S_19";"Mumbai";3.58;"I0167";"Item_167";"Spare Parts";381;381;573.3;"2023-10-12";"2023-10-07";1;1;0;0;218427.3;"2023-10-07";"Posted";"Regular"
"PO00657";"2023-05-20";"V019";"Vendor S_19";"Mumbai";3.58;"I0029";"Item_29";"Electronics";327;327;665.28;"2023-06-05";"2023-06-01";12;1;0;0;217546.56;"2023-06-03";"Disputed";"Spot"
"PO00658";"2023-07-12";"V021";"Vendor U_21";"Hyderabad";4.03;"I0005";"Item_5";"Chemicals";78;43;1354.32;"2023-07-26";"2023-07-25";13;1;0;1;58235.76;"2023-07-26";"Pending";"Regular"
"PO00659";"2025-01-02";"V029";"Vendor C_29";"Bengaluru";3.98;"I0187";"Item_187";"Electronics";5;5;538.28;"2025-01-07";"2025-01-06";4;1;0;0;2691.4;"2025-01-07";"Posted";"Spot"
"PO00660";"2024-03-06";"V020";"Vendor T_20";"Ahmedabad";3.23;"I0128";"Item_128";"Finished Goods";191;191;812.45;"2024-03-19";"2024-03-21";15;0;0;0;155177.95;"2024-03-22";"Posted";"Regular"
"PO00661";"2023-02-27";"V018";"Vendor R_18";"Lucknow";3.81;"I0199";"Item_199";"Spare Parts";201;170;1845.38;"2023-03-07";"2023-03-09";10;0;0;0;313714.6;"2023-03-10";"Pending";"Regular"
"PO00662";"2023-05-05";"V050";"Vendor X_50";"Ahmedabad";2.96;"I0183";"Item_183";"Chemicals";128;128;1293.06;"2023-05-07";"2023-05-08";3;0;0;0;165511.68;"2023-05-08";"Disputed";"Regular"
"PO00663";"2023-07-23";"V030";"Vendor D_30";"Pune";2.62;"I0189";"Item_189";"Raw Material";395;352;1327.84;"2023-08-04";"2023-08-05";13;0;0;0;467399.68;"2023-08-06";"Pending";"Consignment"
"PO00664";"2023-11-16";"V021";"Vendor U_21";"Hyderabad";4.03;"I0041";"Item_41";"Electronics";323;323;261.58;"2023-11-30";"2023-11-24";8;1;0;0;84490.34;"2023-11-26";"Disputed";"Regular"
"PO00665";"2023-09-17";"V031";"Vendor E_31";"Kolkata";4.02;"I0164";"Item_164";"Packaging";153;153;500.45;"2023-09-29";"2023-10-07";20;0;0;0;76568.85;"2023-10-09";"Posted";"Regular"
"PO00666";"2023-08-30";"V041";"Vendor O_41";"Kolkata";2.81;"I0112";"Item_112";"Spare Parts";167;149;1275.96;"2023-09-15";"2023-09-12";13;1;0;0;190118.04;"2023-09-13";"Posted";"Regular"
"PO00667";"2023-02-13";"V038";"Vendor L_38";"Pune";2.74;"I0177";"Item_177";"Raw Material";244;244;1812.82;"2023-02-20";"2023-02-20";7;1;0;0;442328.08;"2023-02-20";"Posted";"Regular"
"PO00668";"2024-05-26";"V006";"Vendor F_6";"Bengaluru";2.89;"I0176";"Item_176";"Packaging";317;317;441.1;"2024-06-07";"2024-06-08";13;0;0;0;139828.7;"2024-06-10";"Posted";"Regular"
"PO00669";"2023-12-31";"V042";"Vendor P_42";"Lucknow";3.74;"I0040";"Item_40";"Finished Goods";360;360;1020.55;"2024-01-09";"2024-01-09";9;1;0;0;367398.0;"2024-01-10";"Posted";"Spot"
"PO00670";"2024-07-25";"V042";"Vendor P_42";"Lucknow";3.74;"I0194";"Item_194";"Raw Material";178;178;696.49;"2024-08-05";"2024-08-06";12;0;0;0;123975.22;"2024-08-06";"Posted";"Consignment"
"PO00671";"2024-01-22";"V023";"Vendor W_23";"Pune";3.23;"I0186";"Item_186";"Raw Material";69;69;1595.06;"2024-02-01";"2024-02-08";17;0;0;0;110059.14;"2024-02-10";"Pending";"Consignment"
"PO00672";"2023-10-29";"V035";"Vendor I_35";"Kolkata";4.91;"I0179";"Item_179";"Raw Material";251;251;1571.96;"2023-11-02";"2023-10-29";0;1;0;0;394561.96;"2023-10-30";"Pending";"Consignment"
"PO00673";"2024-04-24";"V018";"Vendor R_18";"Lucknow";3.81;"I0154";"Item_154";"Chemicals";469;469;1982.99;"2024-05-10";"2024-05-06";12;1;0;0;930022.31;"2024-05-08";"Posted";"Spot"
"PO00674";"2023-10-30";"V017";"Vendor Q_17";"Ahmedabad";3.26;"I0139";"Item_139";"Finished Goods";188;188;1189.09;"2023-11-16";"2023-11-15";16;1;0;0;223548.92;"2023-11-17";"Pending";"Consignment"
"PO00675";"2023-07-09";"V002";"Vendor B_2";"Mumbai";4.88;"I0159";"Item_159";"Spare Parts";439;439;19.33;"2023-07-18";"2023-07-30";21;0;0;0;8485.87;"2023-07-31";"Disputed";"Regular"
"PO00676";"2024-11-05";"V035";"Vendor I_35";"Kolkata";4.91;"I0100";"Item_100";"Electronics";98;98;545.48;"2024-11-20";"2024-11-26";21;0;0;0;53457.04;"2024-11-28";"Posted";"Consignment"
"PO00677";"2023-10-17";"V021";"Vendor U_21";"Hyderabad";4.03;"I0105";"Item_105";"Finished Goods";329;329;1678.3;"2023-10-30";"2023-10-25";8;1;0;0;552160.7;"2023-10-27";"Posted";"Regular"
"PO00678";"2025-05-05";"V009";"Vendor I_9";"Delhi";4.0;"I0046";"Item_46";"Finished Goods";448;441;1042.2;"2025-05-17";"2025-05-18";13;0;0;0;459610.2;"2025-05-18";"Posted";"Consignment"
"PO00679";"2024-10-19";"V025";"Vendor Y_25";"Jaipur";3.64;"I0169";"Item_169";"Electronics";251;251;1223.84;"2024-11-01";"2024-10-30";11;1;0;0;307183.84;"2024-10-31";"Posted";"Spot"
"PO00680";"2023-08-15";"V039";"Vendor M_39";"Delhi";4.21;"I0184";"Item_184";"Packaging";37;23;1032.93;"2023-08-25";"2023-08-22";7;1;0;0;23757.39;"2023-08-22";"Pending";"Consignment"
"PO00681";"2023-03-04";"V024";"Vendor X_24";"Hyderabad";3.42;"I0143";"Item_143";"Chemicals";381;381;2048.75;"2023-03-05";"2023-03-05";1;1;0;0;780573.75;"2023-03-06";"Disputed";"Regular"
"PO00682";"2025-04-23";"V040";"Vendor N_40";"Kolkata";3.6;"I0069";"Item_69";"Chemicals";271;266;1763.52;"2025-05-03";"2025-04-26";3;1;0;0;469096.32;"2025-04-26";"Posted";"Consignment"
"PO00683";"2023-04-10";"V007";"Vendor G_7";"Delhi";2.65;"I0186";"Item_186";"Raw Material";119;119;1391.14;"2023-04-30";"2023-04-28";18;1;0;0;165545.66;"2023-04-30";"Disputed";"Regular"
"PO00684";"2024-08-06";"V041";"Vendor O_41";"Kolkata";2.81;"I0046";"Item_46";"Finished Goods";286;286;1096.98;"2024-08-23";"2024-08-16";10;1;0;0;313736.28;"2024-08-16";"Disputed";"Consignment"
"PO00685";"2024-01-02";"V044";"Vendor R_44";"Mumbai";4.77;"I0118";"Item_118";"Packaging";360;360;378.0;"2024-01-10";"2024-01-12";10;0;0;0;136080.0;"2024-01-12";"Posted";"Consignment"
"PO00686";"2024-02-16";"V033";"Vendor G_33";"Bengaluru";2.66;"I0087";"Item_87";"Packaging";337;298;1098.0;"2024-02-24";"2024-02-29";13;0;0;0;327204.0;"2024-03-01";"Pending";"Consignment"
"PO00687";"2023-11-29";"V024";"Vendor X_24";"Hyderabad";3.42;"I0106";"Item_106";"Electronics";392;392;438.09;"2023-12-17";"2023-12-22";23;0;0;0;171731.28;"2023-12-23";"Disputed";"Regular"
"PO00688";"2024-07-30";"V035";"Vendor I_35";"Kolkata";4.91;"I0055";"Item_55";"Chemicals";193;193;1715.61;"2024-08-03";"2024-08-13";14;0;0;0;331112.73;"2024-08-14";"Pending";"Spot"
"PO00689";"2024-04-03";"V026";"Vendor Z_26";"Lucknow";4.46;"I0001";"Item_1";"Finished Goods";372;353;2063.52;"2024-04-14";"2024-04-13";10;1;0;0;728422.56;"2024-04-15";"Posted";"Spot"
"PO00690";"2023-01-07";"V020";"Vendor T_20";"Ahmedabad";3.23;"I0057";"Item_57";"Finished Goods";110;110;773.94;"2023-01-18";"2023-01-17";10;1;5;1;85133.4;"2023-01-18";"Disputed";"Consignment"
"PO00691";"2024-07-23";"V037";"Vendor K_37";"Delhi";3.26;"I0147";"Item_147";"Spare Parts";80;50;1285.12;"2024-07-29";"2024-07-30";7;0;0;0;64256.0;"2024-07-30";"Pending";"Spot"
"PO00692";"2025-06-29";"V038";"Vendor L_38";"Pune";2.74;"I0064";"Item_64";"Packaging";120;120;1781.02;"2025-07-12";"2025-07-06";7;1;0;0;213722.4;"2025-07-08";"Pending";"Consignment"
"PO00693";"2025-07-28";"V014";"Vendor N_14";"Delhi";3.03;"I0188";"Item_188";"Electronics";40;40;58.27;"2025-08-14";"2025-07-31";3;1;0;0;2330.8;"2025-07-31";"Pending";"Consignment"
"PO00694";"2024-12-20";"V037";"Vendor K_37";"Delhi";3.26;"I0025";"Item_25";"Electronics";305;305;1457.08;"2025-01-02";"2024-12-31";11;1;0;0;444409.4;"2025-01-02";"Pending";"Regular"
"PO00695";"2025-03-09";"V004";"Vendor D_4";"Hyderabad";4.0;"I0198";"Item_198";"Electronics";172;172;2202.51;"2025-03-28";"2025-03-29";20;0;0;0;378831.72;"2025-03-30";"Posted";"Regular"
"PO00696";"2025-02-04";"V042";"Vendor P_42";"Lucknow";3.74;"I0155";"Item_155";"Packaging";476;426;1148.11;"2025-02-19";"2025-02-23";19;0;0;0;489094.86;"2025-02-23";"Pending";"Consignment"
"PO00697";"2023-02-12";"V021";"Vendor U_21";"Hyderabad";4.03;"I0139";"Item_139";"Finished Goods";290;290;1070.8;"2023-02-22";"2023-02-23";11;0;0;0;310532.0;"2023-02-23";"Posted";"Regular"
"PO00698";"2024-11-20";"V047";"Vendor U_47";"Delhi";3.28;"I0101";"Item_101";"Electronics";498;498;1689.64;"2024-12-03";"2024-12-12";22;0;0;0;841440.72;"2024-12-14";"Posted";"Regular"
"PO00699";"2024-03-18";"V019";"Vendor S_19";"Mumbai";3.58;"I0101";"Item_101";"Electronics";76;70;1734.63;"2024-04-03";"2024-03-26";8;1;0;0;121424.1;"2024-03-28";"Posted";"Consignment"
"PO00700";"2024-02-13";"V017";"Vendor Q_17";"Ahmedabad";3.26;"I0022";"Item_22";"Finished Goods";205;205;463.12;"2024-02-27";"2024-02-28";15;0;0;0;94939.6;"2024-02-28";"Posted";"Spot"
"PO00701";"2024-07-26";"V013";"Vendor M_13";"Mumbai";4.58;"I0125";"Item_125";"Chemicals";203;203;1402.72;"2024-07-27";"2024-07-26";0;1;0;0;284752.16;"2024-07-28";"Disputed";"Consignment"
"PO00702";"2023-09-10";"V016";"Vendor P_16";"Hyderabad";2.96;"I0019";"Item_19";"Electronics";137;137;149.0;"2023-09-23";"2023-09-13";3;1;0;0;20413.0;"2023-09-15";"Posted";"Regular"
"PO00703";"2024-11-18";"V027";"Vendor A_27";"Chennai";3.0;"I0109";"Item_109";"Finished Goods";188;188;518.75;"2024-11-29";"2024-11-29";11;1;0;0;97525.0;"2024-12-01";"Disputed";"Regular"
"PO00704";"2025-02-27";"V020";"Vendor T_20";"Ahmedabad";3.23;"I0044";"Item_44";"Packaging";180;180;1281.71;"2025-03-12";"2025-03-13";14;0;0;0;230707.8;"2025-03-14";"Disputed";"Regular"
"PO00705";"2024-03-27";"V003";"Vendor C_3";"Chennai";4.33;"I0060";"Item_60";"Spare Parts";103;103;185.85;"2024-04-06";"2024-04-02";6;1;0;0;19142.55;"2024-04-04";"Posted";"Regular"
"PO00706";"2025-01-27";"V004";"Vendor D_4";"Hyderabad";4.0;"I0063";"Item_63";"Spare Parts";486;486;1706.85;"2025-02-06";"2025-02-04";8;1;0;0;829529.1;"2025-02-05";"Posted";"Spot"
"PO00707";"2024-12-11";"V008";"Vendor H_8";"Ahmedabad";4.67;"I0079";"Item_79";"Packaging";231;231;24.71;"2024-12-22";"2024-12-30";19;0;0;0;5708.01;"2025-01-01";"Disputed";"Regular"
"PO00708";"2023-07-28";"V035";"Vendor I_35";"Kolkata";4.91;"I0134";"Item_134";"Finished Goods";385;385;1569.94;"2023-08-08";"2023-08-15";18;0;0;0;604426.9;"2023-08-17";"Posted";"Consignment"
"PO00709";"2024-12-16";"V043";"Vendor Q_43";"Chennai";2.59;"I0005";"Item_5";"Chemicals";193;193;1159.57;"2024-12-26";"2024-12-31";15;0;0;0;223797.01;"2024-12-31";"Pending";"Regular"
"PO00710";"2023-03-03";"V019";"Vendor S_19";"Mumbai";3.58;"I0052";"Item_52";"Finished Goods";405;405;1217.18;"2023-03-14";"2023-03-17";14;0;0;0;492957.9;"2023-03-18";"Disputed";"Regular"
"PO00711";"2023-03-10";"V025";"Vendor Y_25";"Jaipur";3.64;"I0170";"Item_170";"Finished Goods";139;139;1684.64;"2023-03-23";"2023-03-27";17;0;0;0;234164.96;"2023-03-28";"Posted";"Regular"
"PO00712";"2023-10-27";"V042";"Vendor P_42";"Lucknow";3.74;"I0099";"Item_99";"Raw Material";119;119;97.67;"2023-11-05";"2023-11-18";22;0;0;0;11622.73;"2023-11-20";"Posted";"Spot"
"PO00713";"2024-05-11";"V039";"Vendor M_39";"Delhi";4.21;"I0137";"Item_137";"Raw Material";46;46;1456.74;"2024-05-22";"2024-05-26";15;0;0;0;67010.04;"2024-05-27";"Disputed";"Consignment"
"PO00714";"2023-01-23";"V003";"Vendor C_3";"Chennai";4.33;"I0064";"Item_64";"Packaging";473;473;1492.86;"2023-02-11";"2023-02-11";19;1;0;0;706122.78;"2023-02-12";"Disputed";"Regular"
"PO00715";"2023-01-19";"V023";"Vendor W_23";"Pune";3.23;"I0176";"Item_176";"Packaging";181;181;432.54;"2023-02-05";"2023-02-01";13;1;0;0;78289.74;"2023-02-03";"Pending";"Regular"
"PO00716";"2024-10-02";"V017";"Vendor Q_17";"Ahmedabad";3.26;"I0100";"Item_100";"Electronics";456;456;557.68;"2024-10-06";"2024-10-15";13;0;0;0;254302.08;"2024-10-17";"Pending";"Regular"
"PO00717";"2023-06-05";"V022";"Vendor V_22";"Ahmedabad";2.85;"I0101";"Item_101";"Electronics";337;290;1568.77;"2023-06-18";"2023-06-11";6;1;0;0;454943.3;"2023-06-13";"Disputed";"Consignment"
"PO00718";"2024-12-03";"V015";"Vendor O_15";"Hyderabad";2.95;"I0107";"Item_107";"Finished Goods";124;124;1229.98;"2024-12-15";"2024-12-19";16;0;0;0;152517.52;"2024-12-20";"Disputed";"Spot"
